5 [  3.85115341e+000 ]   [ -7.76349395e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  8.90889757e-003  2.49018608e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
15.00000000 [  3.80532019e+000 ]   [ -7.78875304e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  8.92073359e-003  2.44763644e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
35.00000000 [  3.72400792e+000 ]   [ -7.84048598e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  8.94863771e-003  2.37092449e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
75.00000000 [  3.59467056e+000 ]   [ -7.94783139e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.01804413e-003  2.24430265e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
90.00000000 [  3.54986225e+000 ]   [ -7.98883030e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.04588327e-003  2.20042176e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
95.00000000 [  3.53530956e+000 ]   [  0.00000000e+000 -8.00255437e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.05533156e-003  2.18618359e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
105.00000000 [  3.50797192e+000 ]   [  0.00000000e+000 -8.03014725e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.07489117e-003  2.15909025e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
125.00000000 [  3.45974774e+000 ]   [  0.00000000e+000 -8.08619699e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.11676764e-003  2.10982792e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
165.00000000 [  3.38396845e+000 ]   [  0.00000000e+000 -8.20047505e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.20877060e-003  2.02722649e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
180.00000000 [  3.35781282e+000 ]   [  0.00000000e+000 -8.24377653e-003  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  0.00000000e+000  9.24437861e-003  1.99838615e+001  0.00000000e+000  0.00000000e+000 ] [  0.00000000e+000 ]   [ ] 
