2745.93	0.351012
2754.46	0.357514
2771.57	0.360175
2796.87	0.361477
2829.27	0.362136
2867.32	0.362411
2909.57	0.362436
2954.77	0.362295
3001.92	0.362041
3050.25	0.361714
3099.18	0.36134
3148.22	0.360938
3196.97	0.360522
3245	0.360104
3291.68	0.359679
3336.23	0.358937
3379.32	0.358606
3421.08	0.358304
3461.25	0.357981
3499.48	0.357523
3535.66	0.357018
3570.02	0.356665
3602.84	0.356352
3634.3	0.355994
3664.52	0.355565
3693.5	0.355047
3720.82	0.354419
3744.15	0.351428
3766.83	0.350688
3788.42	0.349938
3808.87	0.349024
3828.15	0.347917
3846.2	0.346592
3863.13	0.34504
3879.15	0.343257
3894.54	0.341271
3909.67	0.339143
3924.25	0.336869
3938.14	0.334499
3951.32	0.332087
3963.74	0.329679
3975.39	0.327308
3986.2	0.324983
3996.12	0.322691
4005.04	0.320398
4012.83	0.318067
4019.37	0.31567
4024.51	0.313219
4028.08	0.310824
4029.91	0.308912
2736.76	0.354729
2745.29	0.364418
2762.75	0.370211
2789.06	0.374396
2822.83	0.377582
2862.24	0.379932
2905.65	0.381602
2951.76	0.38272
2999.6	0.38341
3048.44	0.383786
3097.74	0.383939
3147.12	0.383932
3196.25	0.383798
3244.82	0.383524
3292.23	0.383049
3336.05	0.380383
3378.97	0.380103
3420.93	0.379974
3461.39	0.379811
3499.7	0.379155
3535.59	0.378346
3569.66	0.378253
3602.26	0.378437
3633.56	0.378798
3663.74	0.379282
3693.11	0.379785
3722.73	0.379885
3742.71	0.369699
3765.84	0.365724
3787.43	0.364993
3807.9	0.364181
3827.24	0.363006
3845.13	0.361324
3861.86	0.359301
3877.56	0.356889
3892.58	0.354171
3907.95	0.351352
3922.63	0.347764
3936.55	0.343701
3949.71	0.339469
3962.13	0.335342
3973.79	0.33153
3984.64	0.328147
3994.61	0.325193
4003.61	0.322588
4011.48	0.32021
4018.12	0.317955
4023.38	0.315762
4027.04	0.313636
4028.92	0.311833
2718.42	0.359111
2726.67	0.373225
2744.51	0.383657
2773.15	0.392172
2810.06	0.399396
2852.38	0.406062
2898.16	0.411237
2946.07	0.415051
2995.24	0.417745
3045.04	0.419575
3095.06	0.420765
3145.01	0.421486
3194.75	0.421829
3244.4	0.421748
3294.84	0.420844
3335.27	0.408637
3378.02	0.408157
3420.68	0.407908
3462.01	0.407201
3500.64	0.40496
3535.62	0.401858
3569.02	0.401276
3601.17	0.401313
3632.12	0.401722
3661.92	0.402403
3690.62	0.403356
3718.28	0.404814
3743.49	0.408339
3764.38	0.398184
3785.58	0.393586
3806.06	0.393376
3825.76	0.392954
3843.24	0.38989
3859.59	0.38813
3874.63	0.385997
3888.21	0.383433
3904.88	0.381889
3919.69	0.376507
3933.57	0.369111
3946.67	0.360612
3959.03	0.351852
3970.66	0.34353
3981.55	0.336367
3991.64	0.330737
4000.78	0.326551
4008.81	0.323455
4015.65	0.321089
4021.2	0.319169
4025.07	0.317438
4027.07	0.31594
2691.22	0.36315
2697.96	0.382737
2714.93	0.398979
2748.4	0.4131
2791.02	0.424382
2838.21	0.432706
2887.69	0.438392
2938.28	0.441983
2989.35	0.444026
3040.49	0.444987
3091.45	0.445214
3142.07	0.444958
3192.26	0.444389
3242.03	0.443635
3291.46	0.442861
3330.89	0.440849
3375.81	0.439034
3420.38	0.4389
3463.9	0.437526
3503.75	0.433185
3535.69	0.431463
3568.07	0.430322
3599.65	0.430003
3630.19	0.430352
3659.51	0.431411
3687.47	0.433469
3714.55	0.437063
3739.84	0.442575
3762	0.450371
3784.12	0.454154
3803.94	0.45465
3826.06	0.458441
3841.56	0.447762
3857.87	0.447348
3873.06	0.448978
3887.48	0.448097
3902.16	0.440033
3916.17	0.434515
3929.78	0.427414
3942.62	0.415783
3954.79	0.398608
3966.25	0.378917
3977.1	0.360625
3987.3	0.345947
3996.65	0.335463
4004.85	0.328845
4011.92	0.325228
4018.07	0.323299
4022.35	0.321796
4024.52	0.320536
2656.67	0.364196
2658.51	0.389501
2667.91	0.41872
2713.75	0.435932
2766.83	0.448311
2821.16	0.456543
2875.44	0.461691
2929.32	0.464741
2982.62	0.466431
3035.29	0.46727
3087.29	0.467591
3138.58	0.467618
3189.14	0.467507
3238.9	0.467399
3287.74	0.467481
3335.33	0.468082
3372.71	0.465339
3419.86	0.465193
3468.14	0.464228
3504.05	0.472159
3535.2	0.467998
3567.02	0.467106
3598.33	0.466847
3628.68	0.466904
3657.76	0.467287
3684.21	0.468081
3711.97	0.470169
3737.27	0.473818
3760.58	0.477733
3782.83	0.480055
3804.26	0.482051
3821.73	0.47967
3840.49	0.482597
3855.91	0.482588
3871.03	0.484327
3885.45	0.48441
3899.19	0.482193
3912.33	0.481123
3926.22	0.483002
3938.91	0.482261
3950.69	0.476911
3961.44	0.462406
3971.81	0.435806
3981.91	0.396969
3991.48	0.362339
3999.66	0.340439
4006.61	0.33151
4014.31	0.328779
4019.15	0.32703
4021.54	0.325745
2619.63	0.363617
2610.88	0.385874
2583.64	0.432522
2671.25	0.458249
2740.76	0.46843
2803.51	0.474045
2862.92	0.476898
2920.17	0.478164
2975.72	0.478551
3029.89	0.478483
3082.9	0.4782
3134.85	0.47784
3185.77	0.47749
3235.59	0.477216
3284.12	0.477087
3330.96	0.47719
3375.19	0.477644
3416.9	0.47684
3459.42	0.47741
3497.51	0.480333
3532.18	0.482307
3565.28	0.484471
3597.09	0.486462
3627.6	0.488414
3656.96	0.490414
3685.72	0.492273
3710.33	0.491423
3735.19	0.493467
3758.7	0.495721
3780.86	0.497711
3801.73	0.499788
3821.31	0.502492
3837.75	0.501978
3853.56	0.503244
3868.77	0.505947
3883.07	0.508564
3898.67	0.511495
3909.63	0.513109
3922.94	0.516985
3935.5	0.520407
3947.53	0.522712
3957.52	0.520401
3967.63	0.509376
3977.06	0.480819
3986.42	0.435013
3995.01	0.389208
4003.69	0.351123
4010.96	0.337736
4015.9	0.33356
4018.42	0.331655
2590.8	0.362273
2581.23	0.380163
2559.08	0.453599
2645.8	0.47773
2720.66	0.481461
2788.42	0.482819
2851.75	0.482814
2911.88	0.482157
2969.3	0.481268
3024.69	0.480373
3078.53	0.479567
3131.06	0.478887
3182.35	0.478355
3232.35	0.477983
3280.93	0.477785
3327.92	0.477774
3373.25	0.477955
3411.79	0.477991
3453.73	0.47829
3493.01	0.479247
3529.32	0.480358
3563.44	0.481788
3595.71	0.483478
3626.27	0.485379
3655.33	0.487409
3683.09	0.489484
3708.96	0.491587
3733.91	0.494108
3757.57	0.496679
3779.47	0.499347
3799.91	0.502138
3818.98	0.505133
3836.35	0.508493
3852.3	0.512477
3865.72	0.515691
3882.84	0.51992
3895.54	0.521553
3907.86	0.526034
3919.56	0.530385
3931.59	0.535611
3944.95	0.544531
3956.14	0.555446
3965.57	0.562991
3973.82	0.565413
3981.99	0.548552
3990.93	0.475352
4000.27	0.375646
4007.66	0.347863
4012.65	0.340278
4015.38	0.337545
2571.07	0.359381
2563.71	0.373457
2548.88	0.469154
2631.19	0.488188
2706.72	0.487738
2776.82	0.486713
2842.83	0.485442
2905.32	0.484152
2963.87	0.482985
3019.94	0.482033
3074.31	0.481274
3127.3	0.480694
3178.95	0.480286
3229.21	0.480055
3277.96	0.480011
3325.11	0.480163
3370.72	0.480516
3415.26	0.481041
3449.16	0.479683
3489.91	0.479954
3527.06	0.481155
3561.84	0.482675
3594.43	0.484454
3624.8	0.486495
3653.39	0.488773
3680.7	0.491217
3706.9	0.493795
3732.3	0.496418
3756.57	0.499063
3777.95	0.501887
3797.87	0.505165
3816.78	0.50872
3834.78	0.51259
3850.22	0.514994
3865.56	0.518118
3879.95	0.51859
3893.6	0.520051
3907.21	0.523472
3919.16	0.529747
3932.37	0.53812
3944.71	0.548856
3955.38	0.562349
3964.65	0.578199
3971.25	0.590058
3980.12	0.559372
3988.98	0.455187
3997.55	0.378797
4004.59	0.353905
4009.32	0.345531
4012.67	0.342409
2558.27	0.353386
2553.18	0.364983
2543.48	0.480832
2622.35	0.495864
2697.18	0.494403
2768.28	0.493038
2836.38	0.491799
2901.62	0.490612
2959.84	0.488912
3015.74	0.48811
3070.29	0.487541
3123.62	0.487136
3175.65	0.48687
3226.23	0.486742
3275.2	0.486764
3322.39	0.48696
3367.78	0.487361
3411.28	0.488016
3452.11	0.48912
3488.83	0.487732
3525.56	0.48891
3560.84	0.490365
3593.74	0.491982
3623.51	0.493676
3651.1	0.496079
3677.78	0.498911
3703.99	0.501967
3730.19	0.505018
3756.84	0.507704
3776.27	0.506932
3795.23	0.508959
3813.89	0.510025
3830.6	0.510531
3848.76	0.51152
3864.63	0.514061
3879.27	0.517264
3893.46	0.520573
3906.45	0.525449
3919.57	0.533681
3932.22	0.54403
3944.38	0.556452
3954.29	0.567683
3963.2	0.582843
3971.5	0.609659
3978.97	0.622811
3986.81	0.536706
3995.58	0.411291
4003.05	0.363329
4008.13	0.351026
4010.93	0.346146
2550.12	0.340549
2546.7	0.351467
2540.22	0.495956
2616.57	0.508867
2690.33	0.507455
2761.66	0.506345
2831.69	0.505406
2903.85	0.50424
2957.07	0.499688
3011.78	0.49838
3066.33	0.497629
3120.02	0.49705
3172.52	0.496539
3223.56	0.496087
3272.85	0.495706
3320.09	0.495433
3365.32	0.495324
3408.52	0.495426
3449.44	0.495786
3486.24	0.496358
3523.98	0.497377
3560.69	0.498314
3594.63	0.499375
3622.85	0.498982
3648.17	0.499638
3673.8	0.501398
3699.56	0.501367
3726.1	0.502511
3750.76	0.503384
3772.06	0.502704
3791.22	0.50246
3811.5	0.503872
3829.93	0.506292
3847.83	0.509623
3861.8	0.512544
3878.35	0.51693
3893.05	0.523198
3906.99	0.531197
3918.68	0.538337
3930.79	0.545097
3942.34	0.553963
3953.5	0.565999
3963.08	0.582944
3971.3	0.610381
3978.36	0.630322
3985.7	0.556547
3994.27	0.423566
4001.81	0.366897
4006.95	0.353079
4009.6	0.347684
2544.87	0.313906
2542.59	0.327943
2538.11	0.500224
2612.49	0.510741
2684.95	0.508452
2755.34	0.50621
2823.79	0.504049
2889.94	0.501911
2949.32	0.499559
3006.47	0.498161
3062.29	0.496984
3116.92	0.495961
3170.3	0.495098
3222.27	0.494415
3272.34	0.493944
3319.54	0.493808
3364.67	0.493861
3408.03	0.4941
3449.79	0.494533
3490.87	0.495122
3522.54	0.495629
3563.59	0.49683
3592.56	0.494572
3620.49	0.495543
3647.15	0.496568
3672.19	0.497936
3700.08	0.499607
3723.58	0.499636
3746.04	0.500028
3768.54	0.500726
3788.81	0.502004
3809.32	0.504008
3828.13	0.507376
3843.86	0.510906
3860.94	0.515517
3877.55	0.521227
3891.66	0.52669
3905.38	0.533647
3918.13	0.539866
3928.61	0.54462
3941.51	0.553036
3952.5	0.566967
3962.45	0.583388
3970.78	0.609867
3977.75	0.62818
3984.95	0.55316
3993.39	0.42216
4000.84	0.366809
4005.94	0.353138
4008.54	0.347731
2541.26	0.280557
2539.84	0.301137
2536.65	0.500064
2609.48	0.508609
2680.68	0.506154
2749.96	0.503734
2817.13	0.501429
2881.73	0.499236
2942.76	0.497156
3001.38	0.49542
3058.3	0.493921
3113.86	0.492634
3168.25	0.491555
3221.56	0.490697
3273.36	0.490098
3319.72	0.488751
3364.39	0.488755
3407.72	0.489004
3449.38	0.489433
3488.77	0.490014
3525.74	0.490675
3558.62	0.490024
3590.21	0.490506
3618.45	0.492171
3645.73	0.494159
3671.63	0.495225
3696.18	0.496203
3721.25	0.498052
3744.44	0.500614
3766.53	0.503611
3788.17	0.507009
3807.19	0.509207
3824.75	0.512197
3842.17	0.515003
3858.86	0.517435
3875.34	0.520423
3890.38	0.52136
3904.71	0.524646
3917.77	0.53278
3929.62	0.543397
3940.79	0.555416
3950.78	0.568698
3961.6	0.583937
3970.15	0.609097
3977.15	0.62444
3984.35	0.545629
3992.73	0.417275
4000.08	0.365322
4005.12	0.352316
4007.68	0.347133
2538.98	0.26258
2537.94	0.28954
2535.63	0.506424
2607.23	0.513684
2677.35	0.511384
2745.68	0.509261
2811.98	0.507402
2875.99	0.505835
2937.49	0.504582
2996.84	0.503567
3054.47	0.502717
3110.7	0.501998
3165.93	0.501375
3220.97	0.500774
3278.43	0.499951
3320.15	0.49688
3364	0.496411
3407.57	0.496145
3449.71	0.495908
3487.54	0.495327
3522.72	0.495693
3555.36	0.496708
3589.63	0.497804
3615.81	0.495503
3642.63	0.49571
3669.35	0.497085
3694.58	0.498803
3719.2	0.500779
3742.33	0.503205
3763.36	0.50515
3785.3	0.50675
3805.15	0.50848
3821.55	0.509996
3840.49	0.513667
3857.76	0.515897
3872.52	0.517491
3888.75	0.521505
3903.52	0.526399
